Lookup ID,ZIP,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges,Predicted Affinity for Children's Causes,Predicted Affinity for Educational Causes,Predicted Affinity for Science,Predicted Affinity for Arts & Culture,Predicted Level of Technology Adoption
8-10032266,22066-1333,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10020367,22039-1232,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039779,97211-4645,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10004668,22033-5601,8-10000241,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10021590,20171-2917,8-10002329,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10012557,22124-1808,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10026063,20120-2008,8-10002511,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051356,20105-5841,8-10003783,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049678,20191-1107,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017415,22030-8240,8-10002060,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10052418,20158-3440,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030902,20152-6108,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10048634,20110-7983,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044827,22030-3531,8-10003466,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040079,22015-3428,8-10003227,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10053328,22031,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047297,22042-3413,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005144,22033-4605,8-10000334,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048496,22031-2818,8-10003630,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10003993,20151-1275,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10015930,20151-2277,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
367,22032-2448,"",1,50.00,50.00,5/23/2012,50.00,5/23/2012,50.00,5/23/2012,0.00,0,0,0,0,0
8-10022979,22181-3223,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,50,Apprentice
8-10047609,20112-5860,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,0
8-10053082,20111-2537,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024606,22207-2766,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10014161,22003-4623,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Novice
8-10031802,20110-4243,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036616,22030-5410,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1529,20165-4774,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034619,22124-2844,8-10002980,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10019554,22031-1102,8-10002186,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10030432,20105-5615,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027382,20170-5456,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033055,20164-2857,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10011921,20155-3638,8-10001682,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10018316,22153-1018,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10035315,20147-4499,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047762,20110-7003,"",6,240.00,40.00,3/24/2020,40.00,10/25/2019,40.00,6/24/2020,"2,400.00",35,35,35,50,0
8-10025611,20152-6056,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032741,20109-3318,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10008950,22030-8560,8-10001545,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025211,22153-2343,8-10002474,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022688,20152,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049291,20177,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10017819,20653-4811,8-10002088,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10003916,22046-3714,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10010103,22033-2138,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10052357,20148-5013,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043078,20111-8221,8-10003382,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047171,20155-1443,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036901,20155-1646,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10038431,22124-1220,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032258,20171-4900,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040197,22192-1799,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014142,22124-2259,8-10001851,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032173,20171-5353,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Wizard
8-10003535,20176-1628,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10048136,22124-2835,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028168,22066-3503,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,90,35,0
8-10025655,99577-3493,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10008915,98077-7100,8-10001540,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052530,20171-3910,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031686,20166-4287,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030607,22304-2823,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045921,22033-3306,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030749,20176-8226,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10019549,22031-1113,8-10002186,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10052331,20817-3411,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031544,20171-4178,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10011529,22032-2346,8-10001648,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032510,22192-1048,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10037293,08080-4344,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035957,22003-4501,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10011683,22152-3131,8-10001664,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10035416,22180,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026625,22038-1467,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
798,20171-4822,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036196,20164-2720,8-10003055,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043796,20136-1274,8-10003410,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
704,20171-2955,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043587,22032-2717,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024056,22003-3663,"",1,50.00,50.00,10/23/2018,50.00,10/23/2018,50.00,10/23/2018,0.00,0,0,0,0,0
8-10006200,20147-3624,"",8,"3,500.00","1,000.00",5/1/2018,500.00,11/13/2015,"1,000.00",4/24/2020,"5,000.00",0,0,0,35,Apprentice
8-10005764,34293-8856,8-10000433,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026500,20109-6206,8-10002561,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
2099,22030-9060,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10018181,95117-2968,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052380,22727-3979,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034875,20165-5643,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030249,20171-3320,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10022199,20120-5028,8-10002354,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
2194,20152-1966,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10046225,20155-2996,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10041071,20121-3527,8-10002685,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041779,20176-5027,8-10003335,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020653,22181-6177,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10020111,96310-0038,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10017654,22003-6022,8-10002072,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026384,22033-6233,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028107,20152-2573,8-10002681,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046091,20152-3963,8-10003512,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036447,20016-4919,8-10003086,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10022761,22182-3765,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041199,22003-4037,8-10003299,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10019859,20854-1314,8-10003352,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,Apprentice
8-10007849,20147-3341,8-10000525,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10043628,22152-1443,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10014735,20181-1404,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10039360,98052-2717,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10015511,20115-2424,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10015494,22033-5080,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10015141,22031-3064,8-10001922,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
272,20120-0021,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10028186,22102-1538,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10042565,20121-2518,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052936,22066-2811,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028612,20148-7308,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10016892,20171-2618,8-10002020,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10012528,22030-5335,8-10001738,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10004224,22031,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025028,22192-6226,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045636,22192-1741,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10019503,22181-3163,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040399,22151-4160,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053416,22027,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10025991,23226-1412,8-10001667,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042732,22033-2715,8-10003372,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048445,20706-3847,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018538,22015-2434,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10002378,20120-1069,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017113,23666-4710,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018342,20155-5952,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1513,22003-3600,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10031843,22124-2031,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
1233,20816-1706,"",1,"1,000.00","1,000.00",10/24/2019,"1,000.00",10/24/2019,"1,000.00",10/24/2019,0.00,35,35,35,35,Apprentice
8-10003468,20105-3092,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10051332,22192-1010,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10012021,22025-1138,8-10001689,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10052823,22032-2757,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10052852,22310-1327,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10047525,22030-6665,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036336,22207-2865,8-10003670,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10040314,28307-2417,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035510,20148-1743,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10051660,22209-2794,8-10003798,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039397,20169-8165,8-10003186,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045581,20120-1177,8-10002953,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10012290,22181-2948,8-10001709,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052212,22124-2215,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10038636,22015-3841,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10017756,90278-1712,8-10002080,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10013147,20155-5951,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10021994,22315-3859,8-10002345,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018762,22030-2302,8-10002127,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10037166,22030-3535,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10011342,20002-4923,8-10001631,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049265,92101-6823,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10021769,22033-1408,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022399,22032-2714,8-10002362,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10012611,22032-2824,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10028995,22101-3006,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10042566,20121-2518,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Novice
8-10033148,22181-4005,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014380,22033-2438,8-10001867,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10014183,22180-4857,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005582,20110-4819,8-10000400,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10032454,22192-1048,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044206,22015-4511,8-10003432,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10041474,22033-2483,8-10003317,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042563,20121-2518,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10051363,22206-2645,8-10003784,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005602,22101-2150,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024162,20120-3351,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10021498,22015-2236,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014440,22312-1018,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10039459,20176-1809,8-10003191,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023713,22015-3447,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053330,"","",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032388,20147-5821,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10031946,22602-7626,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,42,0
8-10040074,22193-5015,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042230,22180-6559,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050395,22030-2324,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027013,20171-2010,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Apprentice
8-10026614,20164-8550,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017157,22042-4522,"",1,100.00,100.00,9/28/2016,100.00,9/28/2016,100.00,9/28/2016,0.00,35,35,35,42,Apprentice
8-10012939,20002-4923,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036031,22015-1515,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10047539,20120-1739,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10012052,22038-1467,8-10001695,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10006219,22101-2150,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,0,0
8-10021078,22191-4525,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10034334,20164,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034070,20147-3535,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10033245,22305-1213,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10017643,22003-3856,8-10002070,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10020312,20191-4514,8-10002233,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10051125,20147,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046769,20171-4032,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10016616,89117-2269,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10020840,20164-1934,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10029019,22182-1981,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047780,22101-5050,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10018849,22180-4730,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10023988,20121-2574,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022178,20152-5929,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006549,20121-3016,8-10000499,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033241,34110-2818,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10011988,22033-6227,8-10001683,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10024051,22043-1024,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052794,22015-4139,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049359,20120-5409,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10042340,20171-3509,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030677,20170-2720,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10028961,22182-2024,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048985,20181-3426,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10032396,22209-2873,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
242,22015-2709,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10027229,22030-3023,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,35,0
8-10012746,20194-1209,8-10001760,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017045,20001-1118,8-10002032,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Wizard
8-10036934,22150-0363,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049755,22180-4131,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10015959,66221-8212,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10004060,22030-8537,8-10000136,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10006636,14048-3331,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036935,22150-0363,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10048051,22003-4150,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10006334,20016-4009,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10035976,20165-4780,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10024982,22030-6005,8-10003232,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10041618,22180-6931,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025294,20151-3936,8-10002542,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10024639,22043-3246,8-10002447,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10038688,22150-1023,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1255,20165-4790,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,90,0,0
8-10012707,22030-6665,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020097,80129-1527,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10041607,22101-2942,8-10003323,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1962,20171-2987,8-10002169,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030071,20170-2826,8-10002820,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028631,20171-2328,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042288,22030-6643,8-10003330,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049831,22182-5188,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10052633,22015-4239,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
990,22066-3819,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026329,22033-3652,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1381,20852-1723,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052916,20148-6769,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10001532,22066-1111,8-10000223,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10047628,20155-5218,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10050232,20171-4686,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10041231,20191-2527,8-10003302,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,90,35,0
661,20132-6135,"",6,"12,195.50","5,340.50",3/8/2019,500.00,12/9/2014,"4,855.00",11/26/2019,500.00,35,35,35,50,0
8-10016258,22030-6278,8-10001970,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10015422,98033-5219,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
